Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
14063;1000003665316307741;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14064;1000003665321315919;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14065;1000003665326331596;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14066;1000003665331339780;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14067;1000003665336355458;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14068;1000003665341371136;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14069;1000003665346379319;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14070;1000003665351394997;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14071;1000003665356403176;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14072;1000003665361418858;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14073;1000003665366427037;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14074;1000003665371442716;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14075;1000003665376450897;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14076;1000003665381466576;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14077;1000003665386482291;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14078;1000003665391490457;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14079;1000003665396506123;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14080;1000003665401514289;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14081;1000003665406529997;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14082;1000003665411538122;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14083;1000003665416553828;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14084;1000003665421561995;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14085;1000003665426577662;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14086;1000003665431593367;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14087;1000003665436601535;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14088;1000003665441617202;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14089;1000003665446625406;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14090;1000003665451641074;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14091;1000003665456649243;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14092;1000003665461664945;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14093;1000003665466673114;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14094;1000003665471688782;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14095;1000003665476696943;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14096;1000003665481712653;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14097;1000003665486728322;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14098;1000003665491736481;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14099;1000003665496752192;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14100;1000003665501760321;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14101;1000003665506776020;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14102;1000003665511784190;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14103;1000003665516799860;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14104;1000003665521808059;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14105;1000003665526823730;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14106;1000003665531839400;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14107;1000003665536847571;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14108;1000003665541863269;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14109;1000003665546871440;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14110;1000003665551887112;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14111;1000003665556895308;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14112;1000003665561910980;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14113;1000003665566919110;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14114;1000003665571934847;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14115;1000003665576942978;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14116;1000003665581958650;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14117;1000003665586974386;63854820513846;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14118;1000003665591982517;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14119;1000003665596998191;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14120;1000003665602006384;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14121;1000003665607022057;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14122;1000003665612030231;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14123;1000003665617045923;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14124;1000003665622054097;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14125;1000003665627069771;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14126;1000003665632085461;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14127;1000003665637093636;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14128;1000003665642109311;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14129;1000003665647117501;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14130;1000003665652133175;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14131;1000003665657141351;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14132;1000003665662157039;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14133;1000003665667165173;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14134;1000003665672180849;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14135;1000003665677196578;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14136;1000003665682204712;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14137;1000003665687220430;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14138;1000003665692228576;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14139;1000003665697244252;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14140;1000003665702252428;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14141;1000003665707268114;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14142;1000003665712276291;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14143;1000003665717291968;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14144;1000003665722300153;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14145;1000003665787265400;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14146;1000003665792274700;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;
14147;1000003665797290600;63854820513847;(-0.095, 1.519, -0.014);(0.040, -0.118, -0.004, 0.992);VALID;(-0.013, 0.263, 0.965);(0.000, 0.000, 0.000);62.800;VALID;(-0.013, 0.263, 0.965);(-0.031, 0.000, 0.000);0.000;0.000;6.285;VALID;(-0.013, 0.263, 0.965);(0.031, 0.000, 0.000);0.000;0.000;6.425;2;0
14148;1000003665802313600;63854820513855;(-0.095, 1.520, -0.014);(0.039, -0.117, -0.004, 0.992);VALID;(-0.010, 0.092, 0.996);(0.000, 0.000, 0.000);62.800;VALID;(-0.006, 0.092, 0.996);(-0.031, 0.000, 0.000);0.000;0.000;6.285;VALID;(-0.010, 0.092, 0.996);(0.031, 0.000, 0.000);0.000;0.000;6.425;2;0
14150;1000003665812346000;63854820513855;(-0.095, 1.520, -0.014);(0.039, -0.117, -0.004, 0.992);VALID;(-0.001, 0.135, 0.991);(0.000, 0.000, 0.000);62.800;VALID;(0.013, 0.050, 0.999);(-0.031, 0.000, 0.000);0.000;0.000;6.285;VALID;(-0.002, 0.135, 0.991);(0.031, 0.000, 0.000);0.000;0.000;6.425;0.119363;0
