Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
271559;1000077575074533500;63853877527348;(0.133, 3.651, -0.022);(0.226, 0.002, 0.028, 0.974);VALID;(-0.001, 0.001, 1.000);(0.000, 0.000, 0.000);67.100;VALID;(-0.001, 0.001, 1.000);(-0.034, 0.000, 0.000);0.433;2.789;6.442;VALID;(0.003, 0.002, 1.000);(0.034, 0.000, 0.000);0.467;2.980;6.379;2;0
271560;1000077575079533200;63853877527348;(0.133, 3.651, -0.022);(0.226, 0.002, 0.028, 0.974);VALID;(-0.002, 0.001, 1.000);(0.000, 0.000, 0.000);67.100;VALID;(-0.002, 0.001, 1.000);(-0.034, 0.000, 0.000);0.433;2.790;6.442;VALID;(0.001, 0.001, 1.000);(0.034, 0.000, 0.000);0.467;2.981;6.379;2;0
271561;1000077575084532900;63853877527348;(0.133, 3.651, -0.022);(0.226, 0.002, 0.028, 0.974);VALID;(-0.003, 0.000, 1.000);(0.000, 0.000, 0.000);67.100;VALID;(-0.003, 0.000, 1.000);(-0.034, 0.000, 0.000);0.433;2.792;6.442;VALID;(-0.001, 0.000, 1.000);(0.034, 0.000, 0.000);0.467;2.981;6.379;2;0
271562;1000077575089550500;63853877527348;(0.133, 3.651, -0.022);(0.226, 0.002, 0.028, 0.974);VALID;(-0.003, -0.001, 1.000);(0.000, 0.000, 0.000);67.100;VALID;(-0.003, -0.001, 1.000);(-0.034, 0.000, 0.000);0.434;2.793;6.442;VALID;(-0.002, -0.001, 1.000);(0.034, 0.000, 0.000);0.467;2.981;6.379;2;0
271563;1000077575094565800;63853877527348;(0.133, 3.651, -0.022);(0.226, 0.002, 0.028, 0.974);VALID;(-0.004, -0.002, 1.000);(0.000, 0.000, 0.000);67.100;VALID;(-0.004, -0.002, 1.000);(-0.034, 0.000, 0.000);0.434;2.794;6.442;VALID;(-0.003, -0.002, 1.000);(0.034, 0.000, 0.000);0.467;2.982;6.379;2;0
271564;1000077575099607000;63853877527348;(0.133, 3.651, -0.022);(0.226, 0.002, 0.028, 0.974);VALID;(-0.005, -0.002, 1.000);(0.000, 0.000, 0.000);67.100;VALID;(-0.005, -0.002, 1.000);(-0.034, 0.000, 0.000);0.434;2.795;6.442;VALID;(-0.004, -0.002, 1.000);(0.034, 0.000, 0.000);0.467;2.982;6.379;2;0
271565;1000077575104596000;63853877527348;(0.133, 3.651, -0.022);(0.226, 0.002, 0.028, 0.974);VALID;(-0.006, -0.003, 1.000);(0.000, 0.000, 0.000);67.100;VALID;(-0.006, -0.003, 1.000);(-0.034, 0.000, 0.000);0.434;2.796;6.442;VALID;(-0.005, -0.003, 1.000);(0.034, 0.000, 0.000);0.467;2.982;6.379;2;0
271566;1000077575109614000;63853877527348;(0.133, 3.651, -0.022);(0.226, 0.002, 0.028, 0.974);VALID;(-0.006, -0.003, 1.000);(0.000, 0.000, 0.000);67.100;VALID;(-0.006, -0.003, 1.000);(-0.034, 0.000, 0.000);0.434;2.797;6.442;VALID;(-0.006, -0.003, 1.000);(0.034, 0.000, 0.000);0.467;2.982;6.379;2;0
271567;1000077575114610000;63853877527348;(0.133, 3.651, -0.022);(0.226, 0.002, 0.028, 0.974);VALID;(-0.006, -0.003, 1.000);(0.000, 0.000, 0.000);67.100;VALID;(-0.006, -0.003, 1.000);(-0.034, 0.000, 0.000);0.434;2.798;6.442;VALID;(-0.006, -0.003, 1.000);(0.034, 0.000, 0.000);0.468;2.982;6.379;2;0
271568;1000077575119632700;63853877527348;(0.133, 3.651, -0.022);(0.226, 0.002, 0.028, 0.974);VALID;(-0.006, -0.003, 1.000);(0.000, 0.000, 0.000);67.100;VALID;(-0.006, -0.003, 1.000);(-0.034, 0.000, 0.000);0.434;2.799;6.442;VALID;(-0.006, -0.003, 1.000);(0.034, 0.000, 0.000);0.468;2.983;6.379;2;0
