Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
306945;1000076023440124800;63854304203492;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.059, -0.413, 0.909);(0.000, 0.000, 0.000);63.875;VALID;(0.138, -0.403, 0.905);(-0.032, 0.000, 0.000);0.000;0.000;6.347;VALID;(-0.021, -0.421, 0.907);(0.032, 0.000, 0.000);0.000;0.000;6.619;0.3954616;0
306946;1000076023445172000;63854304203492;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.059, -0.411, 0.910);(0.000, 0.000, 0.000);63.875;VALID;(0.138, -0.401, 0.906);(-0.032, 0.000, 0.000);0.000;0.000;6.347;VALID;(-0.020, -0.419, 0.908);(0.032, 0.000, 0.000);0.000;0.000;6.619;0.3975331;0
306947;1000076023450187700;63854304203492;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.059, -0.411, 0.910);(0.000, 0.000, 0.000);63.875;VALID;(0.138, -0.401, 0.906);(-0.032, 0.000, 0.000);0.000;0.000;6.347;VALID;(-0.019, -0.419, 0.908);(0.032, 0.000, 0.000);0.000;0.000;6.619;0.4008907;0
306948;1000076023455164000;63854304203492;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.060, -0.413, 0.909);(0.000, 0.000, 0.000);63.875;VALID;(0.138, -0.403, 0.905);(-0.032, 0.000, 0.000);0.000;0.000;6.347;VALID;(-0.018, -0.420, 0.907);(0.032, 0.000, 0.000);0.000;0.000;6.619;0.4052685;0
306949;1000076023460171900;63854304203492;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.060, -0.415, 0.908);(0.000, 0.000, 0.000);63.875;VALID;(0.138, -0.405, 0.904);(-0.032, 0.000, 0.000);0.000;0.000;6.347;VALID;(-0.016, -0.422, 0.907);(0.032, 0.000, 0.000);0.000;0.000;6.619;0.410141;0
306950;1000076023465251400;63854304203492;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.060, -0.418, 0.907);(0.000, 0.000, 0.000);63.875;VALID;(0.138, -0.408, 0.902);(-0.032, 0.000, 0.000);0.000;0.000;6.347;VALID;(-0.014, -0.424, 0.905);(0.032, 0.000, 0.000);0.000;0.000;6.619;0.4148292;0
306951;1000076023470263000;63854304203492;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.061, -0.420, 0.905);(0.000, 0.000, 0.000);63.875;VALID;(0.138, -0.411, 0.901);(-0.032, 0.000, 0.000);0.000;0.000;6.347;VALID;(-0.013, -0.427, 0.904);(0.032, 0.000, 0.000);0.000;0.000;6.619;0.4194764;0
306952;1000076023475232800;63854304203492;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.061, -0.423, 0.904);(0.000, 0.000, 0.000);63.875;VALID;(0.138, -0.414, 0.900);(-0.032, 0.000, 0.000);0.000;0.000;6.347;VALID;(-0.011, -0.430, 0.903);(0.032, 0.000, 0.000);0.000;0.000;6.619;0.4235615;0
306953;1000076023480248500;63854304203492;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.062, -0.426, 0.903);(0.000, 0.000, 0.000);63.875;VALID;(0.138, -0.417, 0.898);(-0.032, 0.000, 0.000);0.000;0.000;6.347;VALID;(-0.010, -0.432, 0.902);(0.032, 0.000, 0.000);0.000;0.000;6.619;0.4277743;0
306954;1000076023485256400;63854304203492;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.063, -0.429, 0.901);(0.000, 0.000, 0.000);63.875;VALID;(0.138, -0.421, 0.897);(-0.032, 0.000, 0.000);0.000;0.000;6.347;VALID;(-0.009, -0.436, 0.900);(0.032, 0.000, 0.000);0.000;0.000;6.619;0.4314827;0
306955;1000076023490248200;63854304203492;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.063, -0.432, 0.900);(0.000, 0.000, 0.000);63.875;VALID;(0.138, -0.423, 0.895);(-0.032, 0.000, 0.000);0.000;0.000;6.347;VALID;(-0.008, -0.438, 0.899);(0.032, 0.000, 0.000);0.000;0.000;6.619;0.4341653;0
306956;1000076023495263900;63854304203492;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.064, -0.434, 0.899);(0.000, 0.000, 0.000);63.875;VALID;(0.138, -0.425, 0.895);(-0.032, 0.000, 0.000);0.000;0.000;6.347;VALID;(-0.007, -0.440, 0.898);(0.032, 0.000, 0.000);0.000;0.000;6.619;0.4358861;0
306957;1000076023500286800;63854304203492;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.065, -0.434, 0.898);(0.000, 0.000, 0.000);63.875;VALID;(0.138, -0.426, 0.894);(-0.032, 0.000, 0.000);0.000;0.000;6.347;VALID;(-0.006, -0.441, 0.898);(0.032, 0.000, 0.000);0.000;0.000;6.619;0.4372593;0
306958;1000076023505298400;63854304203492;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.065, -0.436, 0.898);(0.000, 0.000, 0.000);63.875;VALID;(0.138, -0.428, 0.893);(-0.032, 0.000, 0.000);0.000;0.000;6.347;VALID;(-0.006, -0.442, 0.897);(0.032, 0.000, 0.000);0.000;0.000;6.619;0.439126;0
306959;1000076023510321200;63854304203492;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.066, -0.438, 0.897);(0.000, 0.000, 0.000);63.875;VALID;(0.138, -0.431, 0.892);(-0.032, 0.000, 0.000);0.000;0.000;6.347;VALID;(-0.005, -0.443, 0.897);(0.032, 0.000, 0.000);0.000;0.000;6.619;0.440634;0.07720743
306960;1000076023515332800;63854304203492;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.066, -0.440, 0.895);(0.000, 0.000, 0.000);63.875;VALID;(0.139, -0.434, 0.890);(-0.032, 0.000, 0.000);0.000;0.000;6.347;VALID;(-0.005, -0.444, 0.896);(0.032, 0.000, 0.000);0.000;0.000;6.619;0.4416772;0.3020746
306961;1000076023520355600;63854304203492;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.067, -0.443, 0.894);(0.000, 0.000, 0.000);63.875;VALID;(0.139, -0.437, 0.889);(-0.032, 0.000, 0.000);0.000;0.000;6.347;VALID;(-0.005, -0.446, 0.895);(0.032, 0.000, 0.000);0.000;0.000;6.619;0.44225;0.369628
